Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
BioFab,https://www.crunchbase.com/organization/biofab,"3D Printing, Biotechnology, Health Care","Lima, Lima, Peru","BioFab is a biotechnology company that provides printing services prosthesis, tissues, and organs.",,+51 1 4222119,http://biofab.com.pe/,For Profit,4,Seed,"$60,000",2016-06-06,Seed,"$210,000","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
iBinom,https://www.crunchbase.com/organization/ibinom,"Big Data, Biotechnology, Genetics, Machine Learning, SaaS","Moscow, Moscow City, Russian Federation",Medical interpretation of NGS data,a@ibinom.com,7 9263 69 34 26,http://www.ibinom.com,,2,Seed,"$300,000",2014-12-01,Seed,"$400,000","Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Private
CaroGen,https://www.crunchbase.com/organization/carogen,Biotechnology,"Hamden, Connecticut, United States","CaroGen develops vaccine candidates targeting hepatitis B and C, and other viral agents.",balmassian@carogencorp.com,203-230-8596,http://carogencorp.com,,1,Seed,"$150,000",2013-09-09,Seed,"$150,000","Biotechnology, Science and Engineering",Private
Bioprognos,https://www.crunchbase.com/organization/bioprognos,"Biotechnology, Health Care, Internet, SaaS","Barcelona, Catalonia, Spain",Bioprognos is a spin-off of the Hospital Clínic of Barcelona that aims to improve clinical outcomes and quality of life for cancer.,info@bioprognos.com,,https://www.bioprognos.com/,For Profit,1,Seed,"€372,000",2016-08-02,Seed,"€372,000","Biotechnology, Health Care, Internet Services, Science and Engineering, Software",Private
Restore Flow Allografts,https://www.crunchbase.com/organization/restore-flow-allografts,"Biotechnology, Life Science, Medical Device","Chicago, Illinois, United States",Restore Flow Allografts is dedicated to researching the restorative transplantation of donated human tissue for medical treatment.,ddunston@restoreflow.com,(847)462-2191,http://www.restoreflow.com,For Profit,1,M&A,"$750,000",2013-06-12,Seed,"$750,000","Biotechnology, Health Care, Science and Engineering",Private
Crest Optics,https://www.crunchbase.com/organization/crest-optics,Biotechnology,"Rome, Lazio, Italy","Crest Optics, a bioscience startup, produces instruments that use optical and electrooptical technology for scientific and industrial apps.",info@crestopt.com,39 06 35 40 29 33,http://crestopt.com,,2,Seed,"€500,000",2013-07-30,Seed,"€900,000","Biotechnology, Science and Engineering",Private
Imutex,https://www.crunchbase.com/organization/imutex,"Biotechnology, Health Care, Health Diagnostics","London, England, United Kingdom","Imutex, a startup with a Phase IIa-ready universal flu vaccine.",,+44 207 036 8550,http://imutex.com,For Profit,1,Seed,"£14,000,000",2016-04-28,Seed,"£14,000,000","Biotechnology, Health Care, Science and Engineering",Private
Mimetis Biomaterials,https://www.crunchbase.com/organization/mimetis-biomaterials,"Biotechnology, Health Care, Medical, Medical Device","Cerdañola, Catalonia, Spain","Mimetis Biomaterials designs, manufactures and commercializes biomimetic bone regenerative solutions in the dental and orthopaedic fields. ",info@mimetis.com,0034644 32 46 07,http://www.mimetis.com,For Profit,2,Seed,"€701,000",2018-01-01,Seed,"€991,000","Biotechnology, Health Care, Science and Engineering",Private
Antegrin Therapeutics,https://www.crunchbase.com/organization/antegrin-therapeutics,"Biotechnology, Life Science, Therapeutics","St Louis, Missouri, United States","Antegrin Therapeutics is a Biotechnology company located in 4320 Forest Park Ave., Ste. 304, St. Louis, MO, United States.",,(314)932-4032,http://www.antegrin.com,For Profit,3,Seed,"$800,000",2015-10-06,Seed,"$900,000","Biotechnology, Health Care, Science and Engineering",Private
ResQ Pharma,https://www.crunchbase.com/organization/resq-pharma,"Biopharma, Biotechnology, Medical","Chicago, Illinois, United States",ResQ Pharma is a research & development company.,info@lipidrescue.com,224-880-6001,https://lipidrescue.com/,For Profit,2,Seed,"$725,000",2016-09-27,Seed,"$1,050,000","Biotechnology, Health Care, Science and Engineering",Private
ONEighty C Technologies,https://www.crunchbase.com/organization/oneighty-c-technologies,"Biotechnology, Chemical, Public Safety","Marblehead, Massachusetts, United States",Oneighty C Technologies develops technology for sterilizing medical waste.,,781-990-3113,http://www.oneightyc.com,,2,Seed,"$25,000",2014-01-12,Seed,"$385,000","Biotechnology, Government and Military, Science and Engineering",Private
Medafor,https://www.crunchbase.com/organization/medafor,"Biotechnology, Medical, Medical Device","Minneapolis, Minnesota, United States","Medafor develops novel hemostatic technology and absorbable hemostats called MPH(R), which accelerates the normal blood clotting process.",info@medafor.com,7635711035,http://medafor.com,,2,M&A,"$15,000",2012-09-27,Seed,"$115,000","Biotechnology, Health Care, Science and Engineering",Private
MindImmune Therapeutics,https://www.crunchbase.com/organization/mindimmune-therapeutics,Biotechnology,"Kingston, Rhode Island, United States",MindImmune Therapeutics is a pharmaceutical company that develops drugs which treat diseases of the central nervous system.,contact@mindimmune.com,,http://mindimmune.com/,For Profit,1,Seed,"$500,000",2016-07-14,Seed,"$500,000","Biotechnology, Science and Engineering",Private
Liquid Genomics,https://www.crunchbase.com/organization/liquid-genomics,"Biotechnology, Genetics, Health Diagnostics","Torrance, California, United States",Liquid Genomics blood based mutation detection testing is now available.,clientservices@liquidgenomics.com,+113103204362,http://liquidgenomics.com/,For Profit,1,Seed,"$76,000",2016-06-27,Seed,"$76,000","Biotechnology, Health Care, Science and Engineering",Private
Prisyna,https://www.crunchbase.com/organization/prisyna,"Biotechnology, Dental, Health Care","Claremont, California, United States",Prisyna is an oral care business unit of Synedgen.,info@Synedgen.com,,http://www.prisyna.com/,For Profit,1,Seed,"$6,000,000",2016-04-28,Seed,"$6,000,000","Biotechnology, Health Care, Science and Engineering",Private
Little Fly Labs,https://www.crunchbase.com/organization/little-fly-labs,Biotechnology,"Los Alamos, New Mexico, United States","Little Fly Labs is a biotechnology company focusing on global virus disease control in mosquitoes, agriculture and aquaculture.",,,http://www.littleflylabs.com,For Profit,1,Seed,"$500,000",2016-12-01,Seed,"$500,000","Biotechnology, Science and Engineering",Private
Metis Precision Medicine,https://www.crunchbase.com/organization/metis-precision-medicine,Biotechnology,"Turin, Piemonte, Italy",Metis Precision Medicine is a B-Corp* founded with the vision of bringing powerful cancer therapies to patients in need.,,11710450013,http://www.metisprecisionmedicine.org/,,1,Seed,"€450,000",2018-03-19,Seed,"€450,000","Biotechnology, Science and Engineering",Private
Wakati,https://www.crunchbase.com/organization/wakati,Biotechnology,"Antwerp, Antwerpen, Belgium",Wakati One is an innovative technology that increases the shelf life of fruits & vegetables for smallholder farmers in developing countries.,info@wakati.org,,http://www.wakati.org,For Profit,1,Seed,"$400,000",2015-09-15,Seed,"$400,000","Biotechnology, Science and Engineering",Private
Morphogen-IX,https://www.crunchbase.com/organization/morphogen-ix,"Biotechnology, Genetics, Health Care, Medical","Cambridge, Cambridgeshire, United Kingdom",MORPHOGEN-IX Limited is a drug discovery company founded in 2015 by Index Ventures to develop bone morphogenetic proteins,mary@morphogen-ix.com,,http://morphogen-ix.com/,For Profit,1,Seed,"£1,500,000",2016-01-18,Seed,"£1,500,000","Biotechnology, Health Care, Science and Engineering",Private
"Thaddeus Medical Systems, Inc.",https://www.crunchbase.com/organization/thaddeus-medical-systems-inc,"Biotechnology, Medical, Medical Device","Rochester, Minnesota, United States","Saving lives, one vial at a time, by controling and tracking temperature for biomedical samples and products",Steve@thaddeusmed.com,,http://www.thaddeusmed.com,For Profit,4,Seed,"$35,000",2017-11-01,Seed,"$216,000","Biotechnology, Health Care, Science and Engineering",Private
"DeuteRx,LLC",https://www.crunchbase.com/organization/deuterx-llc,"Biotechnology, Pharmaceutical, Therapeutics","Andover, Massachusetts, United States",DeuteRx provides research and development-focused biotechnology that improves racemic small molecule marketed drugs and drug candidates.,info@deuterx.com,(978)662-5287,http://deuterx.com/,For Profit,1,Seed,"$2,800,000",2015-09-30,Seed,"$2,800,000","Biotechnology, Health Care, Science and Engineering",Private
CNine Biosolutions,https://www.crunchbase.com/organization/cnine-biosolutions,"Biotechnology, Health Care, Medical","Birmingham, Alabama, United States","A vitro diagnostics company located in Birmingham, Alabama.",,205-903-0199,,,1,Seed,"$2,000,000",2018-04-20,Seed,"$2,000,000","Biotechnology, Health Care, Science and Engineering",Private
ActiveNeedle,https://www.crunchbase.com/organization/activeneedle,"Biopharma, Biotechnology, Medical Device","Abingdon, Oxfordshire, United Kingdom",Active Needle Technology is an innovative medical device start-up company.,info@activeneedle.com,+44 (0)1865 408300,http://www.activeneedle.com/,For Profit,3,Seed,"£350,000",2017-03-14,Seed,"£465,000","Biotechnology, Health Care, Science and Engineering",Private
InLight Solutions,https://www.crunchbase.com/organization/inlight-solutions,"Biotechnology, Medical Device","Albuquerque, New Mexico, United States","InLight Solutions, a biomedical device company, develops and engineers sensor-based measurement systems for life science applications.",info@inlightsolutions.com,505-272-7468,http://inlightsolutions.com,,1,Seed,"$350,231",2012-05-16,Seed,"$350,231","Biotechnology, Health Care, Science and Engineering",Private
SabrTech,https://www.crunchbase.com/organization/sabrtech,"Animal Feed, Biotechnology, Oil and Gas, Waste Management","Halifax, Nova Scotia, Canada","SabrTech, they are nature’s architect, designing the next generation of algae technology solutions.",info@sabrtech.ca,(902) 404-9021,http://sabrtech.ca/,For Profit,2,Seed,"CA$75,000",2015-02-09,Seed,"CA$525,000","Agriculture and Farming, Biotechnology, Energy, Natural Resources, Science and Engineering, Sustainability",Private
GlucanBio,https://www.crunchbase.com/organization/glucanbio,Biotechnology,"St Louis, Missouri, United States","GlucanBio, an early stage company that repurposes non-food biomass into high-value chemicals and biomaterials",larry@glucanbio.com,,http://glucanbio.com/,For Profit,2,Seed,"$100,000",2017-02-07,Seed,"$150,000","Biotechnology, Science and Engineering",Private
SmartFlow Technologies,https://www.crunchbase.com/organization/smartflow-technologies,"Biopharma, Biotechnology, Manufacturing","Apex, North Carolina, United States","SmartFlow Technologies offers filter modules, systems and purification solutions to address industrial and bioprocessing operations..",sales@smartflow-tech.com,9193878540,http://smartflowindustrial.com,,3,Seed,"$800,000",2011-08-11,Seed,"$7,673,434","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
Guardion Health Sciences,https://www.crunchbase.com/organization/guardion-health-sciences,"Biotechnology, Fitness, Health Care","San Diego, California, United States",Guardion Health Sciences is dedicated to applying a scientific discipline and pharmaceutical approach to the development of safe.,CustomerCare@GuardionHealth.com,(800) 873-5141,http://guardionhealth.com/,For Profit,2,Seed,"$25,000",2016-06-08,Seed,"$525,000","Biotechnology, Health Care, Science and Engineering, Sports",Private
Pembient,https://www.crunchbase.com/organization/pembient,"3D Printing, Biotechnology, GreenTech","San Francisco, California, United States",Pembient is a company that creates synthetic animal products to help stop poaching.,,,http://pembient.com,For Profit,1,Seed,"$50,000",2015-01-16,Seed,"$50,000","Biotechnology, Manufacturing, Science and Engineering, Sustainability",Private
Noble Life Sciences,https://www.crunchbase.com/organization/noble-life-sciences,"Biotechnology, Life Science, Pharmaceutical","Gaithersburg, Maryland, United States",Noble Life Sciences provides preclinical contract services for clients in the biotech and pharmaceutical industries as well as academia.,info@noblelifesci.com,13018610009,http://www.noblelifesci.com,,2,Seed,"$100,000",2014-01-15,Seed,"$335,000","Biotechnology, Health Care, Science and Engineering",Private
BioMimetx,https://www.crunchbase.com/organization/biomimetx,"Biofuel, Biotechnology, Energy","Cantanhede, Coimbra, Portugal",BioMimetx is a biotech startup focused on the development of green antifouling solutions to prevent marine biofouling.,,+1 718-606-9851,http://biomimetx.wix.com/biomimetx,,2,Seed,"€1,600,000",2016-05-17,Seed,"€1,800,000","Biotechnology, Energy, Natural Resources, Science and Engineering, Sustainability",Private
Thunder Biotech,https://www.crunchbase.com/organization/thunder-biotech,Biotechnology,"Alpine, Utah, United States",A Biotech Company.,,(801) 372-7887,http://thunderbio.com/,,1,Seed,"$770,000",2017-05-23,Seed,"$770,000","Biotechnology, Science and Engineering",Private
Delve Health,https://www.crunchbase.com/organization/delve-health,"Big Data, Biotechnology, Health Care","Minneapolis, Minnesota, United States",Market place for clinical literature reviews and publications.,,612.293.7725,http://www.delvehealth.com,For Profit,1,Seed,"$75,000",2015-08-15,Seed,"$75,000","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
