Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Ascendis Pharma,https://www.crunchbase.com/organization/ascendis-pharma,"Biotechnology, Clinical Trials, Health Care","Palo Alto, California, United States",Ascendis Pharma has built a high value pipeline with the aim of changing clinical treatment paradigms.,ir@ascendispharma.com,(650) 617-3406,http://ascendispharma.com,For Profit,2,IPO,"$60,000,000",2014-12-01,Series D,"$85,733,778","Biotechnology, Health Care, Science and Engineering",Public
Fluidigm,https://www.crunchbase.com/organization/fluidigm,"Biotechnology, Genetics, Life Science, Manufacturing","South San Francisco, California, United States",Fluidigm is a biotech tools company that creates microfluidic-based chips and instrumentation for biological research.,socialmedia@fluidigm.com,6508717152,http://www.fluidigm.com,For Profit,7,IPO,"$5,003,214",2011-01-21,Debt Financing,"$125,203,214","Biotechnology, Health Care, Manufacturing, Science and Engineering",Public
Regulus Therapeutics,https://www.crunchbase.com/organization/regulus-therapeutics,"Biotechnology, Genetics, Health Care, Therapeutics","Carlsbad, California, United States",Regulus Therapeutics is a biopharmaceutical company involved in the R&D of high-impact medicines based on microRNAs.,info@regulusrx.com,858-202-6300,http://www.regulusrx.com,,4,IPO,"$30,000,000",2016-06-20,Debt Financing,"$74,999,992","Biotechnology, Health Care, Science and Engineering",Public
Orexigen Therapeutics,https://www.crunchbase.com/organization/orexigen-therapeutics,"Biotechnology, Health Care, Pharmaceutical","La Jolla, California, United States",Orexigen Therapeutics is a biopharmaceutical company focused on the treatment of obesity.,info@orexigen.com,(858) 875-8600,http://www.orexigen.com,For Profit,5,IPO,"$165,000,000",2016-03-29,Post-IPO Equity,"$301,000,000","Biotechnology, Health Care, Science and Engineering",Public
ChromaDex,https://www.crunchbase.com/organization/chromadex,"Biotechnology, Chemical, Consulting, Dietary Supplements","Irvine, California, United States","ChromaDex is a natural products company that discovers, acquires, develops and commercializes proprietary-based ingredient technologies.",custsvc@chromadex.com,(194) 941-9028,http://chromadex.com,For Profit,8,IPO,"$22,999,996",2017-11-28,Post-IPO Equity,"$44,735,076","Biotechnology, Food and Beverage, Health Care, Science and Engineering",Public
Prothena,https://www.crunchbase.com/organization/prothena,"Biotechnology, Health Care, Health Diagnostics","South San Francisco, California, United States",Prothena is a Biotechnology company.,info@Prothena.com,650 837 8550,http://prothena.com,For Profit,1,IPO,"$155,300,000",2017-03-03,Post-IPO Equity,"$155,300,000","Biotechnology, Health Care, Science and Engineering",Public
OncoMed Pharmaceuticals,https://www.crunchbase.com/organization/oncomed-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Redwood City, California, United States",OncoMed Pharmaceuticals is a biotechnology company developing novel therapeutics for the treatment of cancer.,bd@oncomed.com,650-995-8200,http://www.oncomed.com,,4,IPO,"$22,249,996",2013-12-06,Venture - Series Unknown,"$210,149,996","Biotechnology, Health Care, Science and Engineering",Public
Enanta Pharmaceuticals,https://www.crunchbase.com/organization/enanta-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Watertown, Massachusetts, United States","Enanta Pharmaceuticals is an R&D company discovers, develops and promotes of small molecule drugs in the areas of anti-infective.",info@enanta.com,6176070530,http://www.enanta.com,,7,IPO,"$9,200,000",2013-09-03,Venture - Series Unknown,"$84,600,000","Biotechnology, Health Care, Science and Engineering",Public
Supernus Pharmaceuticals,https://www.crunchbase.com/organization/supernus-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Rockville, Maryland, United States",Supernus Pharmaceuticals is focused on developing and commercializing products for the treatment of central nervous system.,info@supernus.com,3014241385,http://www.supernus.com,,2,IPO,"$42,000,000",2012-01-08,Private Equity,"$72,000,000","Biotechnology, Health Care, Science and Engineering",Public
Paratek Pharmaceuticals,https://www.crunchbase.com/organization/paratek-pharmaceuticals,"Biopharma, Biotechnology, Health Care","Boston, Massachusetts, United States","Paratek Pharmaceuticals, Inc. is a privately held biopharmaceutical company headquartered in Boston, MA, which is engaged in the discovery",info@paratekpharma.com,(617)807-6600,http://paratekpharma.com/,For Profit,2,IPO,"$93,000,000",2014-07-18,Post-IPO Debt,"$133,000,000","Biotechnology, Health Care, Science and Engineering",Public
Inventiva Pharma,https://www.crunchbase.com/organization/inventiva-pharma,Biotechnology,,Inventiva is a biopharmaceutical company with several drug candidates at clinical and preclinical stage.,info@inventivapharma.com,+33 3 80 44 75 00,http://www.inventivapharma.com,For Profit,1,IPO,"€36,000,000",2018-04-13,Post-IPO Equity,"€36,000,000","Biotechnology, Science and Engineering",Public
Applied Genetics Technologies Corporation,https://www.crunchbase.com/organization/applied-genetics-technologies-corporation,"Biotechnology, Genetics, Pharmaceutical","Alachua, Florida, United States",AGTC is a biotechnology company conducting human clinical trials of AAV-based gene therapies for the treatment of rare diseases.,webmaster@agtc.com,+1 386-462-2204,http://agtc.com,For Profit,5,IPO,"$37,500,000",2012-11-19,Series B,"$78,050,000","Biotechnology, Health Care, Science and Engineering",Public
Illumina,https://www.crunchbase.com/organization/illumina,"Biotechnology, Genetics, Medical","San Diego, California, United States",Illumina applies innovative technologies and revolutionary assays to the analysis of genetic variation and function.,info@illumina.com,,http://www.illumina.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Ampio Pharmaceuticals,https://www.crunchbase.com/organization/ampio-pharmaceuticals,"Biotechnology, Health Care, Therapeutics","Greenwood Village, Colorado, United States",Ampio Pharmaceuticals is a biopharmaceutical firm that discovers and develops novel therapies for treating inflammatory conditions.,info@ampiopharma.com,720-437-6500,http://ampiopharma.com,,2,IPO,"$63,300,000",2014-03-05,Post-IPO Equity,"$63,885,000","Biotechnology, Health Care, Science and Engineering",Public
AstraZeneca,https://www.crunchbase.com/organization/astrazeneca,"Biopharma, Biotechnology, Health Care, Medical, Pharmaceutical","London, England, United Kingdom","AstraZeneca, a global pharmaceutical company, discovers, develops, manufactures and markets prescription medicines.",,(440) 207-6048,http://www.astrazeneca.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
arGEN-X,https://www.crunchbase.com/organization/argen-x,"Biotechnology, Clinical Trials, Therapeutics","Rotterdam, Zuid-Holland, The Netherlands",arGEN-X offers a platform for antibody lead choice that supports the discovery of human antibody therapeutics.,info@argen-x.com,+320477772944,http://www.argen-x.com,For Profit,5,IPO,"€30,000,000",2016-06-03,Post-IPO Equity,"$97,660,430","Biotechnology, Health Care, Science and Engineering",Public
Clearside Biomedical,https://www.crunchbase.com/organization/clearside-biomedical,"Biotechnology, Medical Device, Therapeutics","Alpharetta, Georgia, United States","Clearside BioMedical is an ophthalmic company specializing in the research, development and commercialization of therapeutic products.",info@clearsidebio.com,(678)270-3631,http://www.clearsidebio.com,For Profit,5,IPO,"$20,000,000",2015-12-03,Series C,"$53,899,987","Biotechnology, Health Care, Science and Engineering",Public
Geron,https://www.crunchbase.com/organization/geron-corp,"Biopharma, Biotechnology, Health Diagnostics","Menlo Park, California, United States","Geron Corp. operates as a biopharmaceutical company which discovers and develops therapeutic products for cancer. Imetelstat, a novel,",info@geron.com,6504737718,http://www.geron.com,,1,IPO,"$96,700,000",2014-02-04,Post-IPO Equity,"$96,700,000","Biotechnology, Health Care, Science and Engineering",Public
BONESUPPORT,https://www.crunchbase.com/organization/bonesupport,"Biotechnology, Health Care, Medical Device","Lund, Skane Lan, Sweden",BONESUPPORT is a medical technology company developing injectable osteoconductive biomaterials for the treatment of fragility fractures.,info@bonesupport.com,46 4 62 86 53 70,http://www.bonesupport.com,For Profit,7,IPO,"SEK327,000,000",2016-10-27,Venture - Series Unknown,"$109,673,171","Biotechnology, Health Care, Science and Engineering",Public
Healios K.K,https://www.crunchbase.com/organization/healios-k-k,"Biotechnology, Health Care, Medical","Tokyo, Tokyo, Japan",Healios develops treatments for retinal diseases and age-related macular degeneration (AMD) using cell technology.,info@rijapan.jp,81 3 3544 8730,http://healios.co.jp,,1,IPO,"¥3,000,000,000",2013-10-08,Venture - Series Unknown,"¥3,000,000,000","Biotechnology, Health Care, Science and Engineering",Public
ERYtech Pharma,https://www.crunchbase.com/organization/erytech-pharma,"Biopharma, Biotechnology, Medical","Lyon, Rhone-Alpes, France","ERYtech Pharma, a biopharmaceutical company, develops enzyme-based medicinal products for the oncology, hematology and immunology sectors.",contact@erytech.com,33(0)4-78-74-44-38,http://www.erytech.com,For Profit,7,IPO,"€25,400,000",2015-12-07,Post-IPO Equity,"€92,150,000","Biotechnology, Health Care, Science and Engineering",Public
Pharnext,https://www.crunchbase.com/organization/pharnext,"Biopharma, Biotechnology, Neuroscience","Paris, Ile-de-France, France",Pharnext is a biopharmaceutical company engaged in the development of treatments for severe neurological diseases.,,33 1 55 42 62 00,http://www.pharnext.com,,3,IPO,"€8,000,000",2012-02-09,Venture - Series Unknown,"$19,914,973","Biotechnology, Health Care, Science and Engineering",Public
GlycoMimetics,https://www.crunchbase.com/organization/glycomimetics,"Biotechnology, Health Care, Therapeutics","Gaithersburg, Maryland, United States",GlycoMimetics is a biopharmaceutical company designing and developing small molecule therapeutics to treat various cancers.,webmaster@glycomimetics.com,2402431207,http://www.glycomimetics.com,,5,IPO,"$38,979,412",2010-10-27,Convertible Note,"$101,779,412","Biotechnology, Health Care, Science and Engineering",Public
AVEO Pharmaceuticals,https://www.crunchbase.com/organization/aveo-pharmaceuticals,"Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States",AVEO is a biopharmaceutical company focused on the discovery and development of targeted cancer therapeutics.,,(617) 588-1960,http://aveooncology.com,For Profit,7,IPO,"$7,499,997",2011-05-31,Venture - Series Unknown,"$223,949,997","Biotechnology, Health Care, Science and Engineering",Public
Vital Therapies,https://www.crunchbase.com/organization/vital-therapies,"Biotechnology, Health Care, Medical","San Diego, California, United States",Vital Therapies is a biotech company focused on developing a cell-based therapy targeting the treatment of acute liver failure.,info@vitaltherapies.com,(858)673-6843,http://www.vitaltherapies.com,For Profit,9,IPO,"$13,928,129",2014-03-07,Private Equity,"$205,868,476","Biotechnology, Health Care, Science and Engineering",Public
HTG Molecular Diagnostics,https://www.crunchbase.com/organization/htg-molecular-diagnostics,"Biotechnology, Genetics, Health Diagnostics, Life Science, Medical","Tucson, Arizona, United States",HTG Molecular Diagnostics develops assays and reagent systems for gene expression analysis.,info@htgmolecular.com,5205472837,http://www.htgmolecular.com,For Profit,12,IPO,"$16,000,000",2014-08-29,Debt Financing,"$66,505,877","Biotechnology, Health Care, Science and Engineering",Public
Eyenovia,https://www.crunchbase.com/organization/eyenovia,"Biotechnology, Manufacturing, Pharmaceutical","New York, New York, United States","Eyenovia, Inc., a smart device company, provides a micro-doplet technology that delivers.",admin@eyenoviabio.com,(917) 289-1117,http://www.eyenovialab.com/,For Profit,1,IPO,"$4,041,337",2016-08-24,Venture - Series Unknown,"$4,041,337","Biotechnology, Health Care, Manufacturing, Science and Engineering",Public
"Cytokinetics, Inc.",https://www.crunchbase.com/organization/cytokinetics-inc,"Biopharma, Biotechnology, Health Care","South San Francisco, California, United States",Cytokinetics is a biopharmaceutical company developing therapies for debilitating diseases.,medicalaffairs@cytokinetics.com,6506243010,http://cytokinetics.com,,3,IPO,"$20,000,000",2011-04-19,Post-IPO Equity,"$93,000,000","Biotechnology, Health Care, Science and Engineering",Public
Immune Pharmaceuticals,https://www.crunchbase.com/organization/immune-pharmaceuticals,"Biotechnology, Pharmaceutical, Therapeutics","New York, New York, United States",Immune Pharmaceuticals applies a personalized approach to treatment and developing novel antibody therapeutics.,,914-606-3500,http://immunepharmaceuticals.com,For Profit,5,IPO,"$18,000,000",2017-10-23,Post-IPO Equity,"$62,200,000","Biotechnology, Health Care, Science and Engineering",Public
Circassia,https://www.crunchbase.com/organization/circassia,"Biotechnology, Health Care, Pharmaceutical","Oxford, Oxfordshire, United Kingdom","We're a specialty biopharmaceutical company developing novel immunotherapies for allergy including cat, grass, ragweed & house dust mite.",info@circassia.com,+4401865405560,http://www.circassia.com/,For Profit,4,IPO,"$98,000,000",2011-04-19,Series D,"$156,466,247","Biotechnology, Health Care, Science and Engineering",Public
