Organization Name,Organization Name URL,Categories,Category Groups,Description,Website,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,IPO Status
Birch Tree Medical,https://www.crunchbase.com/organization/birch-tree-medical,"Biotechnology, Health Care, Medical Device","Biotechnology, Health Care, Science and Engineering","Birchtree, a medical device start-up, develops patient-controlled products using muscle monitoring, relaxation, and stimulation technology.",http://birchtreemedical.com,1,Early Stage Venture,"$225,000 ",1/5/12,Series A,"$225,000 ",Private
Labfolder,https://www.crunchbase.com/organization/labfolder,"Biotechnology, Enterprise Software, Information Services, Information Technology, Life Science, SaaS","Biotechnology, Information Technology, Science and Engineering, Software","labfolder is a productivity and collaboration platform for research teams, helping them to make groundbreaking discoveries.",http://labfolder.com,3,Early Stage Venture,,9/1/15,Series A,,Private
ImModutome,https://www.crunchbase.com/organization/immodutome,"Biotechnology, Medical Device, Therapeutics","Biotechnology, Health Care, Science and Engineering",ImModutome,,1,Early Stage Venture,"€2,000,000",4/26/16,Series A,"€2,000,000",Private
Sistemic,https://www.crunchbase.com/organization/sistemic,Biotechnology,"Biotechnology, Science and Engineering",Sistemic is a development-stage biomedical company focused on the analysis of the information content of microRNA and other non-coding RNAs.,http://www.sistemic.co.uk/index.html,1,Early Stage Venture,"$1,000,000 ",3/17/10,Series A,"$1,000,000 ",Private
EVIAGENICS,https://www.crunchbase.com/organization/eviagenics,Biotechnology,"Biotechnology, Science and Engineering",EVIAGENICS develops new products and improved manufacturing processes for the chemical and pharmaceutical industries.,http://eviagenics.com,1,Early Stage Venture,"€1,300,000",1/24/11,Series A,"€1,300,000",Private
Kunshan RiboQuark Pharmaceutical Technology,https://www.crunchbase.com/organization/kunshan-riboquark-pharmaceutical-technology,Biotechnology,"Biotechnology, Science and Engineering",Kunshan RiboQuark Pharmaceutical Technology develops siRNA-based preclinical drug candidates and products for the prevention of hair loss.,,1,Early Stage Venture,"$7,446,285 ",1/13/14,Series A,"$7,446,285 ",Private
ChromoTek,https://www.crunchbase.com/organization/chromotek,Biotechnology,"Biotechnology, Science and Engineering",ChromoTek develops immunologic research reagents and tools for the proteomics and cell biology sectors.,http://www.chromotek.com,1,Early Stage Venture,"$510,000 ",7/14/10,Series A,"$510,000 ",Private
INTRABONE INC,https://www.crunchbase.com/organization/intrabone-inc,"Biotechnology, Health Care, Medical Device","Biotechnology, Health Care, Science and Engineering",An innovative solution to combine stabilization of fractures with regeneration of bone tissue.,http://www.intrabone.com,1,Early Stage Venture,"$50,000 ",6/12/17,Series A,"$50,000 ",Private
Aliva Biopharmaceuticals,https://www.crunchbase.com/organization/aliva-biopharmaceuticals,"Biopharma, Biotechnology, Health Care","Biotechnology, Health Care, Science and Engineering",Aliva Biopharmaceuticals is a biotechnology company.,,1,Early Stage Venture,"$12,870,407 ",1/13/10,Series A,"$12,870,407 ",Private
Health Guard Biotech,https://www.crunchbase.com/organization/beijing-health-guard-biotechnology-co-ltd,Biotechnology,"Biotechnology, Science and Engineering",Beijing Health Guard Biotechnology engaged in the research and development of recombinant protein drugs.,http://www.bj-klws.com,1,Early Stage Venture,"CN¥15,000,000",9/1/08,Series A,"CN¥15,000,000",Private
Union Spring Pharmaceuticals,https://www.crunchbase.com/organization/union-spring-pharmaceuticals,Biotechnology,"Biotechnology, Science and Engineering","Union Springs Pharmaceuticals (USP) is a specialty company that licenses, develops and commercializes over-the-counter (OTC) products.",http://www.unionspringspharmaceuticals.com,1,Early Stage Venture,"$5,000,000 ",10/1/09,Series A,"$5,000,000 ",Private
CancerGuide Diagnostics,https://www.crunchbase.com/organization/cancerguide-diagnostics,"Biotechnology, Genetics, Health Diagnostics","Biotechnology, Health Care, Science and Engineering",CancerGuide Diagnostics is a molecular diagnostics company developing genomic-based clinical and pharmaceutical cancer tests and services.,,1,Early Stage Venture,"$2,749,999 ",3/25/10,Series A,"$2,749,999 ",Private
SpacePharma,https://www.crunchbase.com/organization/spacepharma,Biotechnology,"Biotechnology, Science and Engineering",SpacePharma provides end-to-end microgravity services and solutions for research,http://www.space4p.com,1,Early Stage Venture,,1/1/15,Series A,,Private
TwoF,https://www.crunchbase.com/organization/twof,"Biotechnology, Medical, Medical Device","Biotechnology, Health Care, Science and Engineering",TwoF manufactured custom-made DNA micro-arrays by utlizing user-specified content.,http://www.molecularstamping.com,1,Early Stage Venture,"$2,148,399 ",2/8/10,Series A,"$2,148,399 ",Private
Xdynia,https://www.crunchbase.com/organization/xdynia,"Biotechnology, Developer Platform, Health Care","Biotechnology, Health Care, Science and Engineering, Software",Xydnia is a drug development company specializing in medication for the treatment of pain.,http://www.xdynia.com,2,Early Stage Venture,"$212,500 ",3/29/13,Series A,"$262,500 ",Private
Qwell Pharmaceuticals,https://www.crunchbase.com/organization/qwell-pharmaceuticals,Biotechnology,"Biotechnology, Science and Engineering",Qwell Pharmaceuticals develops small molecule drugs that could prevent tumors and excess inflammation of skin cells.,,1,Early Stage Venture,"$7,000,000 ",1/6/09,Series A,"$7,000,000 ",Private
"EquipNet, Inc.",https://www.crunchbase.com/organization/equipnet-inc,"Biotechnology, Industrial","Biotechnology, Science and Engineering","EquipNet, Inc. is the small cooperations",http://www.equipnet.com/,1,Early Stage Venture,"$3,600,000 ",3/28/01,Series A,"$3,600,000 ",Private
EraGen Biosciences,https://www.crunchbase.com/organization/eragen-biosciences,"Biotechnology, Health Diagnostics, Market Research","Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering","EraGen Biosciences, a biotech company, develops and markets molecular reagent products and software for diagnostics and research.",http://www.eragen.com,1,M&A,"$12,000,000 ",1/9/06,Series A,"$12,000,000 ",Private
Amrit Advanced Biotech,https://www.crunchbase.com/organization/amrit-advanced-biotech,Biotechnology,"Biotechnology, Science and Engineering","Amrit Advanced Biotech is a startup involved in genetics, telomeres health applications, and cancer mitigation.",,3,Early Stage Venture,"£1,500,000",10/1/09,Series A,"$3,240,589 ",Private
Bravo Health,https://www.crunchbase.com/organization/bravo-health,"Biotechnology, Health Care, Medical","Biotechnology, Health Care, Science and Engineering",Bravo Health provides managed care services.,http://www.bravohealth.com,1,M&A,,10/12/12,Series A,,Private
Preventicus GmbH,https://www.crunchbase.com/organization/preventicus-gmbh,"Android, Biotechnology, Medical Device","Biotechnology, Health Care, Mobile, Platforms, Science and Engineering, Software",Preventicus GmbH develops smartphone-driven solutions to capture and analyze vital parameters for early preclinical risk screening.,http://preventicus.com/,2,Early Stage Venture,,1/1/16,Series A,,Private
Synaffix BV,https://www.crunchbase.com/organization/synaffix,Biotechnology,"Biotechnology, Science and Engineering",Biotechnology company with a platform technology for the development of more effective and better tolerated targeted cancer therapeutics.,http://synaffix.com/,1,Early Stage Venture,,2/18/14,Series A,,Private
Epiphany,https://www.crunchbase.com/organization/epiphany,"Biotechnology, Health Diagnostics, Therapeutics","Biotechnology, Health Care, Science and Engineering",Epiphany Biosciences develops therapeutic products and diagnostic technologies that can prevent or cure the spread of pathogenic viruses.,http://www.epiphanybio.com,2,Early Stage Venture,"$36,000,000 ",3/16/07,Series A,"$36,000,000 ",Private
Twentyeight-Seven,https://www.crunchbase.com/organization/twentyeight-seven,"Biotechnology, Developer Platform, Therapeutics","Biotechnology, Health Care, Science and Engineering, Software",Twentyeight-Seven develops small molecules that can modulate levels of miRNAs by targeting proteins that interact with these miRNAs.,http://www.twentyeightseven.com,1,Early Stage Venture,,4/5/16,Series A,,Private
Rules-Based Medicine,https://www.crunchbase.com/organization/rules-based-medicine,"Biotechnology, Genetics, Medical","Biotechnology, Health Care, Science and Engineering",Rules-Based Medicine is a multiplexed immunoassay testing laboratory that provides comprehensive protein biomarker services.,http://www.rulesbasedmedicine.com,1,M&A,"$25,000,000 ",10/15/07,Series A,"$25,000,000 ",Private
Biostorage Technologies,https://www.crunchbase.com/organization/biostorage-technologies,Biotechnology,"Biotechnology, Science and Engineering","BioStorage Technologies is the premier, global provider of comprehensive sample management solutions for the bioscience industry.",http://www.biostorage.com/,2,M&A,"$8,320,000 ",5/29/07,Series A,"$8,320,000 ",Private
Albireo,https://www.crunchbase.com/organization/albireo,"Biotechnology, Health Care, Therapeutics","Biotechnology, Health Care, Science and Engineering","Albireo, a biotechnology company, develops therapeutic drugs for gastrointestinal diseases.",http://www.albireopharma.com,1,Early Stage Venture,"$40,000,000 ",2/1/08,Series A,"$40,000,000 ",Private
Syrrx,https://www.crunchbase.com/organization/syrrx,Biotechnology,"Biotechnology, Science and Engineering","Syrrx, Inc. is a drug discovery company committed to redefining the way medicines are discovered.",http://www.syrrx.com,1,M&A,"$5,100,000 ",8/4/00,Series A,"$5,100,000 ",Private
EnBiotix,https://www.crunchbase.com/organization/enbiotix,"Biotechnology, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",EnBiotix is transforming and revitalizing existing antibiotic classes to combat the global rise of drug-resistant bacterial infections,http://enbiotix.com/,1,Early Stage Venture,,5/12/16,Series A,,Private
Intelligent Bio-Systems,https://www.crunchbase.com/organization/intelligent-bio-systems,"Biotechnology, Genetics, Health Care, Medical","Biotechnology, Health Care, Science and Engineering",Intelligent Bio-Systems was founded in 2005 by Drs. Steven J. Gordon and Jingyue Ju to commercialize an advanced DNA sequencing system. Dr.,http://www.intelligentbiosystems.com,1,M&A,"$353,000 ",3/27/08,Series A,"$353,000 ",Private
cCAM Biotherapeutics,https://www.crunchbase.com/organization/ccam-biotherapeutics,Biotechnology,"Biotechnology, Science and Engineering",cCAM Biotherapeutics is a pre-clinical stage company that develops immunotherapies for cancer.,http://ccam-bio.com,1,M&A,,9/15/12,Series A,,Private
Viron Therapeutics,https://www.crunchbase.com/organization/viron-therapeutics,"Biopharma, Biotechnology, Clinical Trials","Biotechnology, Health Care, Science and Engineering","Viron Therapeutics, a clinical-stage biopharmaceutical company, develops viral proteins to treat and prevent human inflammatory disorders.",http://www.vironinc.com,1,Early Stage Venture,"$20,000,000 ",5/16/06,Series A,"$20,000,000 ",Private
Sinocom Pharmaceutical,https://www.crunchbase.com/organization/sinocom-pharmaceutical,"Biotechnology, Pharmaceutical, Sales","Biotechnology, Health Care, Sales and Marketing, Science and Engineering",Sinocom Pharmaceutical is a pharmaceutical company growing and selling natural herbs in China.,,1,Early Stage Venture,"$15,000,000 ",12/15/09,Series A,"$15,000,000 ",Private
HD Biosciences,https://www.crunchbase.com/organization/hd-biosciences,"Biotechnology, Medical, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",Drug discovery contract research,http://www.hdbiosciences.com,1,M&A,,8/8/08,Series A,,Private
Cardiokine,https://www.crunchbase.com/organization/cardiokine,"Biotechnology, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering","Cardiokine, Inc., a specialty pharmaceutical company, engages in the development of pharmaceuticals for the prevention and treatment of",http://www.cardiokine.com,1,M&A,"$37,000,000 ",4/13/04,Series A,"$37,000,000 ",Private
Enleofen Bio Pte Ltd,https://www.crunchbase.com/organization/enleofen-bio-pte-ltd,"Biotechnology, Medical, Therapeutics","Biotechnology, Health Care, Science and Engineering",Enleofen is developing first-in-class antibody therapeutics to treat fibrosis,https://www.enleofen.com/,1,Early Stage Venture,,4/4/17,Series A,,Private
Marcadia Biotech,https://www.crunchbase.com/organization/marcadia-biotech,"Biotechnology, Diabetes, Health Care","Biotechnology, Health Care, Science and Engineering",Marcadia Biotech is focused on developing therapeutic products to improve the daily life of people with diabetes and obesity.,http://www.marcadiabiotech.com,2,M&A,"$15,000,000 ",5/15/07,Series A,"$16,000,000 ",Private
Luminetx,https://www.crunchbase.com/organization/luminetx,"Biotechnology, Health Care, Life Science","Biotechnology, Health Care, Science and Engineering","Luminetx Corporation discovers, develops, and commercializes bioscience technologies.",http://www.luminetx.com,1,M&A,"$11,000,000 ",11/4/05,Series A,"$11,000,000 ",Private
